M_ID,value,meas_ID,type,sub_type,units,date,year,doy,dap
7,153,gleaf_len,msr,LEAF-4,cm,01/15/2016,2016,15,221
7,160,gleaf_len,msr,LEAF-5,cm,01/15/2016,2016,15,221
7,134,gleaf_len,msr,LEAF-6,cm,01/15/2016,2016,15,221
7,130,gleaf_len,msr,LEAF-7,cm,01/15/2016,2016,15,221
7,178,gleaf_len,msr,LEAF-1,cm,01/15/2016,2016,15,221
7,160,gleaf_len,msr,LEAF-2,cm,01/15/2016,2016,15,221
7,171,gleaf_len,msr,LEAF-3,cm,01/15/2016,2016,15,221
7,153,gleaf_len,msr,LEAF-4,cm,01/15/2016,2016,15,221
7,160,gleaf_len,msr,LEAF-5,cm,01/15/2016,2016,15,221
7,134,gleaf_len,msr,LEAF-6,cm,01/15/2016,2016,15,221
7,130,gleaf_len,msr,LEAF-7,cm,01/15/2016,2016,15,221
7,141,gleaf_len,msr,LEAF-1,cm,01/15/2016,2016,15,221
7,140,gleaf_len,msr,LEAF-2,cm,01/15/2016,2016,15,221
7,153,gleaf_len,msr,LEAF-3,cm,01/15/2016,2016,15,221
7,126,gleaf_len,msr,LEAF-4,cm,01/15/2016,2016,15,221
7,89,gleaf_len,msr,LEAF-5,cm,01/15/2016,2016,15,221
7,174,gleaf_len,msr,LEAF-1,cm,01/15/2016,2016,15,221
7,170,gleaf_len,msr,LEAF-2,cm,01/15/2016,2016,15,221
7,167,gleaf_len,msr,LEAF-3,cm,01/15/2016,2016,15,221
7,160,gleaf_len,msr,LEAF-4,cm,01/15/2016,2016,15,221
7,134,gleaf_len,msr,LEAF-5,cm,01/15/2016,2016,15,221
7,159,gleaf_len,msr,LEAF-1,cm,01/15/2016,2016,15,221
7,169,gleaf_len,msr,LEAF-2,cm,01/15/2016,2016,15,221
7,164,gleaf_len,msr,LEAF-3,cm,01/15/2016,2016,15,221
7,157,gleaf_len,msr,LEAF-4,cm,01/15/2016,2016,15,221
7,157,gleaf_len,msr,LEAF-5,cm,01/15/2016,2016,15,221
7,170,gleaf_len,msr,LEAF-1,cm,01/15/2016,2016,15,221
7,153,gleaf_len,msr,LEAF-2,cm,01/15/2016,2016,15,221
7,184,gleaf_len,msr,LEAF-3,cm,01/15/2016,2016,15,221
7,171,gleaf_len,msr,LEAF-4,cm,01/15/2016,2016,15,221
7,180,gleaf_len,msr,LEAF-5,cm,01/15/2016,2016,15,221
7,156,gleaf_len,msr,LEAF-6,cm,01/15/2016,2016,15,221
7,141,gleaf_len,msr,LEAF-1,cm,01/15/2016,2016,15,221
7,168,gleaf_len,msr,LEAF-2,cm,01/15/2016,2016,15,221
7,160,gleaf_len,msr,LEAF-3,cm,01/15/2016,2016,15,221
7,145,gleaf_len,msr,LEAF-4,cm,01/15/2016,2016,15,221
7,125,gleaf_len,msr,LEAF-1,cm,01/15/2016,2016,15,221
7,165,gleaf_len,msr,LEAF-2,cm,01/15/2016,2016,15,221
7,102,gleaf_len,msr,LEAF-3,cm,01/15/2016,2016,15,221
7,149,gleaf_len,msr,LEAF-1,cm,01/15/2016,2016,15,221
7,150,gleaf_len,msr,LEAF-2,cm,01/15/2016,2016,15,221
7,170,gleaf_len,msr,LEAF-1,cm,01/15/2016,2016,15,221
7,163,gleaf_len,msr,LEAF-2,cm,01/15/2016,2016,15,221
7,154,gleaf_len,msr,LEAF-3,cm,01/15/2016,2016,15,221
7,173,gleaf_len,msr,LEAF-1,cm,01/15/2016,2016,15,221
7,173,gleaf_len,msr,LEAF-2,cm,01/15/2016,2016,15,221
7,168,gleaf_len,msr,LEAF-3,cm,01/15/2016,2016,15,221
7,156,gleaf_len,msr,LEAF-4,cm,01/15/2016,2016,15,221
7,148,gleaf_len,msr,LEAF-1,cm,01/15/2016,2016,15,221
7,162,gleaf_len,msr,LEAF-2,cm,01/15/2016,2016,15,221
7,165,gleaf_len,msr,LEAF-3,cm,01/15/2016,2016,15,221
8,189,gleaf_len,msr,LEAF-1,cm,02/28/2016,2016,59,265
8,160,gleaf_len,msr,LEAF-2,cm,02/28/2016,2016,59,265
8,162,gleaf_len,msr,LEAF-3,cm,02/28/2016,2016,59,265
8,143,gleaf_len,msr,LEAF-4,cm,02/28/2016,2016,59,265
8,190,gleaf_len,msr,LEAF-1,cm,02/28/2016,2016,59,265
8,1.82,gleaf_len,msr,LEAF-2,cm,02/28/2016,2016,59,265
8,1.63,gleaf_len,msr,LEAF-3,cm,02/28/2016,2016,59,265
8,1.42,gleaf_len,msr,LEAF-4,cm,02/28/2016,2016,59,265
8,165,gleaf_len,msr,LEAF-1,cm,02/28/2016,2016,59,265
8,182,gleaf_len,msr,LEAF-2,cm,02/28/2016,2016,59,265
8,166,gleaf_len,msr,LEAF-3,cm,02/28/2016,2016,59,265
8,1.71,gleaf_len,msr,LEAF-4,cm,02/28/2016,2016,59,265
8,184,gleaf_len,msr,LEAF-1,cm,02/28/2016,2016,59,265
8,168,gleaf_len,msr,LEAF-2,cm,02/28/2016,2016,59,265
8,190,gleaf_len,msr,LEAF-3,cm,02/28/2016,2016,59,265
8,195,gleaf_len,msr,LEAF-1,cm,02/28/2016,2016,59,265
8,190,gleaf_len,msr,LEAF-2,cm,02/28/2016,2016,59,265
8,200,gleaf_len,msr,LEAF-3,cm,02/28/2016,2016,59,265
8,180,gleaf_len,msr,LEAF-4,cm,02/28/2016,2016,59,265
8,176,gleaf_len,msr,LEAF-1,cm,02/28/2016,2016,59,265
8,188,gleaf_len,msr,LEAF-2,cm,02/28/2016,2016,59,265
8,185,gleaf_len,msr,LEAF-3,cm,02/28/2016,2016,59,265
8,171,gleaf_len,msr,LEAF-4,cm,02/28/2016,2016,59,265
8,177,gleaf_len,msr,LEAF-5,cm,02/28/2016,2016,59,265
8,180,gleaf_len,msr,LEAF-1,cm,02/28/2016,2016,59,265
8,182,gleaf_len,msr,LEAF-2,cm,02/28/2016,2016,59,265
8,178,gleaf_len,msr,LEAF-3,cm,02/28/2016,2016,59,265
8,166,gleaf_len,msr,LEAF-4,cm,02/28/2016,2016,59,265
8,177,gleaf_len,msr,LEAF-5,cm,02/28/2016,2016,59,265
8,190,gleaf_len,msr,LEAF-1,cm,02/28/2016,2016,59,265
8,191,gleaf_len,msr,LEAF-2,cm,02/28/2016,2016,59,265
8,190,gleaf_len,msr,LEAF-3,cm,02/28/2016,2016,59,265
8,182,gleaf_len,msr,LEAF-4,cm,02/28/2016,2016,59,265
8,186,gleaf_len,msr,LEAF-1,cm,02/28/2016,2016,59,265
8,165,gleaf_len,msr,LEAF-2,cm,02/28/2016,2016,59,265
8,170,gleaf_len,msr,LEAF-3,cm,02/28/2016,2016,59,265
8,167,gleaf_len,msr,LEAF-4,cm,02/28/2016,2016,59,265
8,168,gleaf_len,msr,LEAF-5,cm,02/28/2016,2016,59,265
8,173,gleaf_len,msr,LEAF-1,cm,02/28/2016,2016,59,265
8,149,gleaf_len,msr,LEAF-2,cm,02/28/2016,2016,59,265
8,168,gleaf_len,msr,LEAF-3,cm,02/28/2016,2016,59,265
8,152,gleaf_len,msr,LEAF-4,cm,02/28/2016,2016,59,265
8,105,gleaf_len,msr,LEAF-5,cm,02/28/2016,2016,59,265
8,164,gleaf_len,msr,LEAF-1,cm,02/28/2016,2016,59,265
8,171,gleaf_len,msr,LEAF-2,cm,02/28/2016,2016,59,265
8,168,gleaf_len,msr,LEAF-3,cm,02/28/2016,2016,59,265
8,173,gleaf_len,msr,LEAF-4,cm,02/28/2016,2016,59,265
8,169,gleaf_len,msr,LEAF-5,cm,02/28/2016,2016,59,265
8,130,gleaf_len,msr,LEAF-6,cm,02/28/2016,2016,59,265
8,178,gleaf_len,msr,LEAF-1,cm,02/28/2016,2016,59,265
8,175,gleaf_len,msr,LEAF-2,cm,02/28/2016,2016,59,265
8,169,gleaf_len,msr,LEAF-3,cm,02/28/2016,2016,59,265
8,160,gleaf_len,msr,LEAF-4,cm,02/28/2016,2016,59,265
8,152,gleaf_len,msr,LEAF-5,cm,02/28/2016,2016,59,265
8,178,gleaf_len,msr,LEAF-1,cm,02/28/2016,2016,59,265
8,166,gleaf_len,msr,LEAF-2,cm,02/28/2016,2016,59,265
8,167,gleaf_len,msr,LEAF-3,cm,02/28/2016,2016,59,265
8,167,gleaf_len,msr,LEAF-4,cm,02/28/2016,2016,59,265
8,106,gleaf_len,msr,LEAF-5,cm,02/28/2016,2016,59,265
8,186,gleaf_len,msr,LEAF-1,cm,02/28/2016,2016,59,265
8,181,gleaf_len,msr,LEAF-2,cm,02/28/2016,2016,59,265
8,175,gleaf_len,msr,LEAF-3,cm,02/28/2016,2016,59,265
8,164,gleaf_len,msr,LEAF-4,cm,02/28/2016,2016,59,265
8,150,gleaf_len,msr,LEAF-5,cm,02/28/2016,2016,59,265
8,184,gleaf_len,msr,LEAF-1,cm,02/28/2016,2016,59,265
8,178,gleaf_len,msr,LEAF-2,cm,02/28/2016,2016,59,265
8,172,gleaf_len,msr,LEAF-3,cm,02/28/2016,2016,59,265
8,136,gleaf_len,msr,LEAF-4,cm,02/28/2016,2016,59,265
8,104,gleaf_len,msr,LEAF-5,cm,02/28/2016,2016,59,265
8,187,gleaf_len,msr,LEAF-1,cm,02/28/2016,2016,59,265
8,193,gleaf_len,msr,LEAF-2,cm,02/28/2016,2016,59,265
8,161,gleaf_len,msr,LEAF-3,cm,02/28/2016,2016,59,265
8,164,gleaf_len,msr,LEAF-4,cm,02/28/2016,2016,59,265
8,174,gleaf_len,msr,LEAF-5,cm,02/28/2016,2016,59,265
7,173,gleaf_len,msr,LEAF-1,cm,02/28/2016,2016,59,265
7,170,gleaf_len,msr,LEAF-2,cm,02/28/2016,2016,59,265
7,164,gleaf_len,msr,LEAF-3,cm,02/28/2016,2016,59,265
7,167,gleaf_len,msr,LEAF-4,cm,02/28/2016,2016,59,265
7,143,gleaf_len,msr,LEAF-5,cm,02/28/2016,2016,59,265
7,145,gleaf_len,msr,LEAF-6,cm,02/28/2016,2016,59,265
7,130,gleaf_len,msr,LEAF-7,cm,02/28/2016,2016,59,265
7,160,gleaf_len,msr,LEAF-1,cm,02/28/2016,2016,59,265
7,143,gleaf_len,msr,LEAF-2,cm,02/28/2016,2016,59,265
7,115,gleaf_len,msr,LEAF-3,cm,02/28/2016,2016,59,265
7,110,gleaf_len,msr,LEAF-4,cm,02/28/2016,2016,59,265
7,130,gleaf_len,msr,LEAF-5,cm,02/28/2016,2016,59,265
7,85,gleaf_len,msr,LEAF-6,cm,02/28/2016,2016,59,265
7,130,gleaf_len,msr,LEAF-7,cm,02/28/2016,2016,59,265
7,158,gleaf_len,msr,LEAF-1,cm,02/28/2016,2016,59,265
7,165,gleaf_len,msr,LEAF-2,cm,02/28/2016,2016,59,265
7,161,gleaf_len,msr,LEAF-3,cm,02/28/2016,2016,59,265
7,160,gleaf_len,msr,LEAF-4,cm,02/28/2016,2016,59,265
7,150,gleaf_len,msr,LEAF-5,cm,02/28/2016,2016,59,265
7,155,gleaf_len,msr,LEAF-6,cm,02/28/2016,2016,59,265
7,144,gleaf_len,msr,LEAF-1,cm,02/28/2016,2016,59,265
7,143,gleaf_len,msr,LEAF-2,cm,02/28/2016,2016,59,265
7,144,gleaf_len,msr,LEAF-3,cm,02/28/2016,2016,59,265
7,141,gleaf_len,msr,LEAF-4,cm,02/28/2016,2016,59,265
7,153,gleaf_len,msr,LEAF-5,cm,02/28/2016,2016,59,265
7,162,gleaf_len,msr,LEAF-6,cm,02/28/2016,2016,59,265
7,156,gleaf_len,msr,LEAF-7,cm,02/28/2016,2016,59,265
7,162,gleaf_len,msr,LEAF-8,cm,02/28/2016,2016,59,265
7,133,gleaf_len,msr,LEAF-1,cm,02/28/2016,2016,59,265
7,124,gleaf_len,msr,LEAF-2,cm,02/28/2016,2016,59,265
7,87,gleaf_len,msr,LEAF-3,cm,02/28/2016,2016,59,265
7,185,gleaf_len,msr,LEAF-1,cm,02/28/2016,2016,59,265
7,172,gleaf_len,msr,LEAF-2,cm,02/28/2016,2016,59,265
7,177,gleaf_len,msr,LEAF-3,cm,02/28/2016,2016,59,265
7,163,gleaf_len,msr,LEAF-4,cm,02/28/2016,2016,59,265
7,173,gleaf_len,msr,LEAF-5,cm,02/28/2016,2016,59,265
7,131,gleaf_len,msr,LEAF-6,cm,02/28/2016,2016,59,265
7,189,gleaf_len,msr,LEAF-1,cm,02/28/2016,2016,59,265
7,172,gleaf_len,msr,LEAF-2,cm,02/28/2016,2016,59,265
7,170,gleaf_len,msr,LEAF-3,cm,02/28/2016,2016,59,265
7,164,gleaf_len,msr,LEAF-4,cm,02/28/2016,2016,59,265
7,182,gleaf_len,msr,LEAF-1,cm,02/28/2016,2016,59,265
7,158,gleaf_len,msr,LEAF-2,cm,02/28/2016,2016,59,265
7,150,gleaf_len,msr,LEAF-3,cm,02/28/2016,2016,59,265
7,146,gleaf_len,msr,LEAF-4,cm,02/28/2016,2016,59,265
7,147,gleaf_len,msr,LEAF-5,cm,02/28/2016,2016,59,265
7,163,gleaf_len,msr,LEAF-1,cm,02/28/2016,2016,59,265
7,159,gleaf_len,msr,LEAF-2,cm,02/28/2016,2016,59,265
7,160,gleaf_len,msr,LEAF-3,cm,02/28/2016,2016,59,265
7,151,gleaf_len,msr,LEAF-4,cm,02/28/2016,2016,59,265
7,130,gleaf_len,msr,LEAF-5,cm,02/28/2016,2016,59,265
7,135,gleaf_len,msr,LEAF-6,cm,02/28/2016,2016,59,265
7,130,gleaf_len,msr,LEAF-7,cm,02/28/2016,2016,59,265
7,122,gleaf_len,msr,LEAF-8,cm,02/28/2016,2016,59,265
7,169,gleaf_len,msr,LEAF-1,cm,02/28/2016,2016,59,265
7,168,gleaf_len,msr,LEAF-2,cm,02/28/2016,2016,59,265
7,162,gleaf_len,msr,LEAF-3,cm,02/28/2016,2016,59,265
7,159,gleaf_len,msr,LEAF-4,cm,02/28/2016,2016,59,265
7,166,gleaf_len,msr,LEAF-5,cm,02/28/2016,2016,59,265
7,164,gleaf_len,msr,LEAF-6,cm,02/28/2016,2016,59,265
7,181,gleaf_len,msr,LEAF-1,cm,02/28/2016,2016,59,265
7,183,gleaf_len,msr,LEAF-2,cm,02/28/2016,2016,59,265
7,165,gleaf_len,msr,LEAF-3,cm,02/28/2016,2016,59,265
7,130,gleaf_len,msr,LEAF-4,cm,02/28/2016,2016,59,265
7,130,gleaf_len,msr,LEAF-5,cm,02/28/2016,2016,59,265
7,118,gleaf_len,msr,LEAF-1,cm,02/28/2016,2016,59,265
7,110,gleaf_len,msr,LEAF-2,cm,02/28/2016,2016,59,265
7,110,gleaf_len,msr,LEAF-3,cm,02/28/2016,2016,59,265
7,160,gleaf_len,msr,LEAF-4,cm,02/28/2016,2016,59,265
7,130,gleaf_len,msr,LEAF-5,cm,02/28/2016,2016,59,265
7,172,gleaf_len,msr,LEAF-1,cm,02/28/2016,2016,59,265
7,171,gleaf_len,msr,LEAF-2,cm,02/28/2016,2016,59,265
7,177,gleaf_len,msr,LEAF-3,cm,02/28/2016,2016,59,265
7,163,gleaf_len,msr,LEAF-4,cm,02/28/2016,2016,59,265
7,164,gleaf_len,msr,LEAF-5,cm,02/28/2016,2016,59,265
7,160,gleaf_len,msr,LEAF-6,cm,02/28/2016,2016,59,265
7,128,gleaf_len,msr,LEAF-1,cm,02/28/2016,2016,59,265
7,156,gleaf_len,msr,LEAF-2,cm,02/28/2016,2016,59,265
7,152,gleaf_len,msr,LEAF-3,cm,02/28/2016,2016,59,265
7,146,gleaf_len,msr,LEAF-4,cm,02/28/2016,2016,59,265
7,127,gleaf_len,msr,LEAF-5,cm,02/28/2016,2016,59,265
7,120,gleaf_len,msr,LEAF-6,cm,02/28/2016,2016,59,265
7,126,gleaf_len,msr,LEAF-7,cm,02/28/2016,2016,59,265
7,191,gleaf_len,msr,LEAF-1,cm,02/28/2016,2016,59,265
7,182,gleaf_len,msr,LEAF-2,cm,02/28/2016,2016,59,265
7,180,gleaf_len,msr,LEAF-3,cm,02/28/2016,2016,59,265
7,162,gleaf_len,msr,LEAF-4,cm,02/28/2016,2016,59,265
7,167,gleaf_len,msr,LEAF-5,cm,02/28/2016,2016,59,265
7,152,gleaf_len,msr,LEAF-1,cm,02/28/2016,2016,59,265
7,176,gleaf_len,msr,LEAF-2,cm,02/28/2016,2016,59,265
7,153,gleaf_len,msr,LEAF-3,cm,02/28/2016,2016,59,265
7,167,gleaf_len,msr,LEAF-4,cm,02/28/2016,2016,59,265
7,160,gleaf_len,msr,LEAF-5,cm,02/28/2016,2016,59,265
6,12,gleaf_len,msr,LEAF-1,cm,10/17/2014,2014,290,94
6,25,gleaf_len,msr,LEAF-2,cm,10/17/2014,2014,290,94
6,35,gleaf_len,msr,LEAF-3,cm,10/17/2014,2014,290,94
6,43,gleaf_len,msr,LEAF-4,cm,10/17/2014,2014,290,94
6,56,gleaf_len,msr,LEAF-5,cm,10/17/2014,2014,290,94
6,20,gleaf_len,msr,LEAF-1,cm,10/17/2014,2014,290,94
6,34,gleaf_len,msr,LEAF-2,cm,10/17/2014,2014,290,94
6,43,gleaf_len,msr,LEAF-3,cm,10/17/2014,2014,290,94
6,53,gleaf_len,msr,LEAF-4,cm,10/17/2014,2014,290,94
6,63,gleaf_len,msr,LEAF-5,cm,10/17/2014,2014,290,94
6,43,gleaf_len,msr,LEAF-1,cm,10/17/2014,2014,290,94
6,58,gleaf_len,msr,LEAF-2,cm,10/17/2014,2014,290,94
6,73,gleaf_len,msr,LEAF-3,cm,10/17/2014,2014,290,94
6,27,gleaf_len,msr,LEAF-1,cm,10/17/2014,2014,290,94
6,43,gleaf_len,msr,LEAF-2,cm,10/17/2014,2014,290,94
6,51,gleaf_len,msr,LEAF-3,cm,10/17/2014,2014,290,94
6,50,gleaf_len,msr,LEAF-4,cm,10/17/2014,2014,290,94
6,74,gleaf_len,msr,LEAF-5,cm,10/17/2014,2014,290,94
6,36,gleaf_len,msr,LEAF-1,cm,10/17/2014,2014,290,94
6,50,gleaf_len,msr,LEAF-2,cm,10/17/2014,2014,290,94
6,53,gleaf_len,msr,LEAF-3,cm,10/17/2014,2014,290,94
6,66,gleaf_len,msr,LEAF-4,cm,10/17/2014,2014,290,94
6,19,gleaf_len,msr,LEAF-1,cm,10/17/2014,2014,290,94
6,47,gleaf_len,msr,LEAF-2,cm,10/17/2014,2014,290,94
6,70,gleaf_len,msr,LEAF-3,cm,10/17/2014,2014,290,94
6,83,gleaf_len,msr,LEAF-4,cm,10/17/2014,2014,290,94
6,15,gleaf_len,msr,LEAF-1,cm,10/17/2014,2014,290,94
6,25,gleaf_len,msr,LEAF-2,cm,10/17/2014,2014,290,94
6,42,gleaf_len,msr,LEAF-3,cm,10/17/2014,2014,290,94
6,50,gleaf_len,msr,LEAF-4,cm,10/17/2014,2014,290,94
6,65,gleaf_len,msr,LEAF-5,cm,10/17/2014,2014,290,94
6,26,gleaf_len,msr,LEAF-1,cm,10/17/2014,2014,290,94
6,36,gleaf_len,msr,LEAF-2,cm,10/17/2014,2014,290,94
6,48,gleaf_len,msr,LEAF-3,cm,10/17/2014,2014,290,94
6,20,gleaf_len,msr,LEAF-1,cm,10/17/2014,2014,290,94
6,36,gleaf_len,msr,LEAF-2,cm,10/17/2014,2014,290,94
6,42,gleaf_len,msr,LEAF-3,cm,10/17/2014,2014,290,94
6,48,gleaf_len,msr,LEAF-4,cm,10/17/2014,2014,290,94
6,58,gleaf_len,msr,LEAF-5,cm,10/17/2014,2014,290,94
6,47,gleaf_len,msr,LEAF-1,cm,10/17/2014,2014,290,94
6,62,gleaf_len,msr,LEAF-2,cm,10/17/2014,2014,290,94
6,60,gleaf_len,msr,LEAF-3,cm,10/17/2014,2014,290,94
6,17,gleaf_len,msr,LEAF-1,cm,10/17/2014,2014,290,94
6,34,gleaf_len,msr,LEAF-2,cm,10/17/2014,2014,290,94
6,13,gleaf_len,msr,LEAF-1,cm,10/17/2014,2014,290,94
6,22,gleaf_len,msr,LEAF-2,cm,10/17/2014,2014,290,94
6,36,gleaf_len,msr,LEAF-3,cm,10/17/2014,2014,290,94
6,50,gleaf_len,msr,LEAF-4,cm,10/17/2014,2014,290,94
6,10,gleaf_len,msr,LEAF-1,cm,10/17/2014,2014,290,94
6,12,gleaf_len,msr,LEAF-2,cm,10/17/2014,2014,290,94
6,65,gleaf_len,msr,LEAF-3,cm,10/17/2014,2014,290,94
6,70,gleaf_len,msr,LEAF-4,cm,10/17/2014,2014,290,94
6,13,gleaf_len,msr,LEAF-1,cm,10/17/2014,2014,290,94
6,34,gleaf_len,msr,LEAF-2,cm,10/17/2014,2014,290,94
6,55,gleaf_len,msr,LEAF-3,cm,10/17/2014,2014,290,94
6,62,gleaf_len,msr,LEAF-4,cm,10/17/2014,2014,290,94
6,12,gleaf_len,msr,LEAF-1,cm,10/17/2014,2014,290,94
6,43,gleaf_len,msr,LEAF-2,cm,10/17/2014,2014,290,94
6,63,gleaf_len,msr,LEAF-3,cm,10/17/2014,2014,290,94
6,16,gleaf_len,msr,LEAF-1,cm,10/17/2014,2014,290,94
6,42,gleaf_len,msr,LEAF-2,cm,10/17/2014,2014,290,94
6,60,gleaf_len,msr,LEAF-3,cm,10/17/2014,2014,290,94
6,72,gleaf_len,msr,LEAF-4,cm,10/17/2014,2014,290,94
6,86,gleaf_len,msr,LEAF-5,cm,10/17/2014,2014,290,94
6,35,gleaf_len,msr,LEAF-1,cm,10/17/2014,2014,290,94
6,47,gleaf_len,msr,LEAF-2,cm,10/17/2014,2014,290,94
6,60,gleaf_len,msr,LEAF-3,cm,10/17/2014,2014,290,94
6,73,gleaf_len,msr,LEAF-4,cm,10/17/2014,2014,290,94
6,30,gleaf_len,msr,LEAF-1,cm,10/17/2014,2014,290,94
6,50,gleaf_len,msr,LEAF-2,cm,10/17/2014,2014,290,94
6,54,gleaf_len,msr,LEAF-3,cm,10/17/2014,2014,290,94
6,65,gleaf_len,msr,LEAF-4,cm,10/17/2014,2014,290,94
6,80,gleaf_len,msr,LEAF-5,cm,10/17/2014,2014,290,94
6,39,gleaf_len,msr,LEAF-1,cm,10/17/2014,2014,290,94
6,19,gleaf_len,msr,LEAF-2,cm,10/17/2014,2014,290,94
6,70,gleaf_len,msr,LEAF-3,cm,10/17/2014,2014,290,94
6,60,gleaf_len,msr,LEAF-4,cm,10/17/2014,2014,290,94
6,64,gleaf_len,msr,LEAF-5,cm,10/17/2014,2014,290,94
6,78,gleaf_len,msr,LEAF-6,cm,10/17/2014,2014,290,94
6,15,gleaf_len,msr,LEAF-1,cm,10/17/2014,2014,290,94
6,30,gleaf_len,msr,LEAF-2,cm,10/17/2014,2014,290,94
6,46,gleaf_len,msr,LEAF-3,cm,10/17/2014,2014,290,94
6,53,gleaf_len,msr,LEAF-4,cm,10/17/2014,2014,290,94
6,61,gleaf_len,msr,LEAF-5,cm,10/17/2014,2014,290,94
5,12,gleaf_len,msr,LEAF-1,cm,10/17/2014,2014,290,94
5,10,gleaf_len,msr,LEAF-2,cm,10/17/2014,2014,290,94
5,38,gleaf_len,msr,LEAF-3,cm,10/17/2014,2014,290,94
5,86,gleaf_len,msr,LEAF-4,cm,10/17/2014,2014,290,94
5,40,gleaf_len,msr,LEAF-1,cm,10/17/2014,2014,290,94
5,57,gleaf_len,msr,LEAF-2,cm,10/17/2014,2014,290,94
5,57,gleaf_len,msr,LEAF-3,cm,10/17/2014,2014,290,94
5,60,gleaf_len,msr,LEAF-4,cm,10/17/2014,2014,290,94
5,75,gleaf_len,msr,LEAF-5,cm,10/17/2014,2014,290,94
5,15,gleaf_len,msr,LEAF-1,cm,10/17/2014,2014,290,94
5,36,gleaf_len,msr,LEAF-2,cm,10/17/2014,2014,290,94
5,23,gleaf_len,msr,LEAF-3,cm,10/17/2014,2014,290,94
5,24,gleaf_len,msr,LEAF-1,cm,10/17/2014,2014,290,94
5,50,gleaf_len,msr,LEAF-2,cm,10/17/2014,2014,290,94
5,41,gleaf_len,msr,LEAF-1,cm,10/17/2014,2014,290,94
5,56,gleaf_len,msr,LEAF-2,cm,10/17/2014,2014,290,94
5,6,gleaf_len,msr,LEAF-3,cm,10/17/2014,2014,290,94
5,69,gleaf_len,msr,LEAF-4,cm,10/17/2014,2014,290,94
5,73,gleaf_len,msr,LEAF-5,cm,10/17/2014,2014,290,94
5,10,gleaf_len,msr,LEAF-1,cm,10/17/2014,2014,290,94
5,40,gleaf_len,msr,LEAF-2,cm,10/17/2014,2014,290,94
5,57,gleaf_len,msr,LEAF-3,cm,10/17/2014,2014,290,94
5,20,gleaf_len,msr,LEAF-4,cm,10/17/2014,2014,290,94
5,32,gleaf_len,msr,LEAF-1,cm,10/17/2014,2014,290,94
5,50,gleaf_len,msr,LEAF-2,cm,10/17/2014,2014,290,94
5,61,gleaf_len,msr,LEAF-3,cm,10/17/2014,2014,290,94
5,22,gleaf_len,msr,LEAF-1,cm,10/17/2014,2014,290,94
5,35,gleaf_len,msr,LEAF-2,cm,10/17/2014,2014,290,94
5,42,gleaf_len,msr,LEAF-3,cm,10/17/2014,2014,290,94
5,53,gleaf_len,msr,LEAF-4,cm,10/17/2014,2014,290,94
5,25,gleaf_len,msr,LEAF-1,cm,10/17/2014,2014,290,94
5,15,gleaf_len,msr,LEAF-2,cm,10/17/2014,2014,290,94
5,44,gleaf_len,msr,LEAF-3,cm,10/17/2014,2014,290,94
5,62,gleaf_len,msr,LEAF-4,cm,10/17/2014,2014,290,94
5,76,gleaf_len,msr,LEAF-5,cm,10/17/2014,2014,290,94
5,24,gleaf_len,msr,LEAF-1,cm,10/17/2014,2014,290,94
5,44,gleaf_len,msr,LEAF-2,cm,10/17/2014,2014,290,94
5,60,gleaf_len,msr,LEAF-3,cm,10/17/2014,2014,290,94
5,30,gleaf_len,msr,LEAF-1,cm,10/17/2014,2014,290,94
5,54,gleaf_len,msr,LEAF-2,cm,10/17/2014,2014,290,94
5,64,gleaf_len,msr,LEAF-3,cm,10/17/2014,2014,290,94
5,6,gleaf_len,msr,LEAF-1,cm,10/17/2014,2014,290,94
5,18,gleaf_len,msr,LEAF-2,cm,10/17/2014,2014,290,94
5,29,gleaf_len,msr,LEAF-3,cm,10/17/2014,2014,290,94
5,45,gleaf_len,msr,LEAF-4,cm,10/17/2014,2014,290,94
5,7,gleaf_len,msr,LEAF-1,cm,10/17/2014,2014,290,94
5,27,gleaf_len,msr,LEAF-2,cm,10/17/2014,2014,290,94
5,49,gleaf_len,msr,LEAF-3,cm,10/17/2014,2014,290,94
5,65,gleaf_len,msr,LEAF-4,cm,10/17/2014,2014,290,94
5,20,gleaf_len,msr,LEAF-1,cm,10/17/2014,2014,290,94
5,33,gleaf_len,msr,LEAF-2,cm,10/17/2014,2014,290,94
5,50,gleaf_len,msr,LEAF-3,cm,10/17/2014,2014,290,94
5,64,gleaf_len,msr,LEAF-4,cm,10/17/2014,2014,290,94
5,30,gleaf_len,msr,LEAF-1,cm,10/17/2014,2014,290,94
5,35,gleaf_len,msr,LEAF-2,cm,10/17/2014,2014,290,94
5,60,gleaf_len,msr,LEAF-3,cm,10/17/2014,2014,290,94
5,12,gleaf_len,msr,LEAF-1,cm,10/17/2014,2014,290,94
5,31,gleaf_len,msr,LEAF-2,cm,10/17/2014,2014,290,94
5,50,gleaf_len,msr,LEAF-3,cm,10/17/2014,2014,290,94
5,59,gleaf_len,msr,LEAF-4,cm,10/17/2014,2014,290,94
5,27,gleaf_len,msr,LEAF-1,cm,10/17/2014,2014,290,94
5,48,gleaf_len,msr,LEAF-2,cm,10/17/2014,2014,290,94
5,69,gleaf_len,msr,LEAF-3,cm,10/17/2014,2014,290,94
5,81,gleaf_len,msr,LEAF-4,cm,10/17/2014,2014,290,94
5,18,gleaf_len,msr,LEAF-1,cm,10/17/2014,2014,290,94
