date,value,element,unit,sensor,method,treat,lat,lon,crop,season,source
8/16/2013,2.624696717,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
8/17/2013,1.322095291,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
8/18/2013,1.998100271,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
8/19/2013,2.555210578,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
8/20/2013,2.951984356,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
8/21/2013,2.835115717,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
8/22/2013,2.575175214,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
8/23/2013,3.388783251,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
8/24/2013,3.382761398,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
8/25/2013,3.635597822,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
8/26/2013,2.51026007,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
8/27/2013,1.636676957,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
8/28/2013,2.487839651,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
8/29/2013,2.710006252,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
8/30/2013,2.927250239,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
8/31/2013,3.403205037,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
9/1/2013,3.739967972,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
9/2/2013,3.637416515,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
9/3/2013,1.464763383,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
9/4/2013,1.130582777,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
9/5/2013,3.363756956,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
9/6/2013,3.315656081,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
9/7/2013,3.59078888,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
9/8/2013,3.763671019,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
9/9/2013,3.951350008,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
9/10/2013,3.881388344,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
9/11/2013,3.832088656,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
9/12/2013,3.982089382,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
9/13/2013,3.85857707,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
9/14/2013,3.858725704,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
9/15/2013,3.44698549,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
9/16/2013,3.170492266,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
9/17/2013,0.982657389,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
9/18/2013,1.644429069,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
9/19/2013,3.325744422,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
9/20/2013,3.783983427,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
9/21/2013,5.512908931,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
9/22/2013,3.353023017,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
9/23/2013,3.415258351,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
9/24/2013,1.838832136,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
9/25/2013,3.20339576,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
9/26/2013,2.910547478,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
9/27/2013,3.260010031,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
9/28/2013,3.679441682,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
9/29/2013,1.278999042,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
9/30/2013,1.829547427,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
10/1/2013,2.590568821,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
10/2/2013,1.693730575,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
10/3/2013,2.406125574,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
10/4/2013,1.136213829,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
10/5/2013,3.606499605,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
10/6/2013,3.807424593,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
10/7/2013,2.997960742,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
10/8/2013,3.101452601,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
10/9/2013,3.820495971,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
10/10/2013,3.865288485,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
10/11/2013,3.887657413,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
10/12/2013,2.414040147,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
10/13/2013,4.238588089,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
10/14/2013,4.492317446,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
10/15/2013,3.917756345,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
10/16/2013,1.026205693,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
10/17/2013,3.320838705,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
10/18/2013,2.474439807,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
10/19/2013,4.57131759,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
10/20/2013,5.127341999,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
10/21/2013,5.334894983,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
10/22/2013,5.105203614,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
10/23/2013,5.190701305,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
10/24/2013,5.47760794,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
10/25/2013,4.199325804,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
10/26/2013,5.504712742,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
10/27/2013,4.052991471,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
10/28/2013,4.664243348,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
10/29/2013,4.940785227,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
10/30/2013,4.458454882,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
10/31/2013,3.736330625,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
11/1/2013,4.94040765,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
11/2/2013,4.399211678,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
11/3/2013,5.015557553,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
11/4/2013,1.105543035,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
11/5/2013,2.16095791,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
11/6/2013,0.743666285,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
11/7/2013,3.001338521,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
11/8/2013,4.211257979,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
11/9/2013,4.809618077,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
11/10/2013,5.565811384,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
11/11/2013,5.908613967,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
11/12/2013,4.099927339,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
11/13/2013,5.68683444,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
11/14/2013,5.28828963,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
11/15/2013,5.091389219,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
11/16/2013,3.478708515,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
11/17/2013,4.416045329,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
11/18/2013,3.693055477,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
11/19/2013,4.327266643,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
11/20/2013,4.517226978,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
11/21/2013,4.149402344,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
11/22/2013,1.73661134,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
11/23/2013,1.184643624,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
11/24/2013,1.911697811,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
11/25/2013,1.744323861,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
11/26/2013,3.221877249,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
11/27/2013,4.029302264,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
11/28/2013,5.817825187,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
11/29/2013,5.368627272,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
11/30/2013,5.074280924,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
12/1/2013,5.067914439,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
12/2/2013,4.909662194,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
12/3/2013,5.82706249,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
12/4/2013,5.828986365,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
12/5/2013,5.338501407,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
12/6/2013,5.280157589,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
12/7/2013,4.628434527,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
12/8/2013,5.092640173,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
12/9/2013,5.323804833,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
12/10/2013,2.364256404,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
12/11/2013,2.881024122,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
12/12/2013,3.442965436,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
12/13/2013,4.307326601,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
12/14/2013,3.509682902,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
12/15/2013,4.811143058,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
12/16/2013,5.064615499,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
12/17/2013,5.304432368,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
12/18/2013,5.075654559,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
12/19/2013,4.900091121,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
12/20/2013,4.223752172,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
12/21/2013,3.907549915,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
12/22/2013,4.179918567,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
12/23/2013,3.600535748,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
12/24/2013,3.504363276,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
12/25/2013,2.587060753,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
12/26/2013,4.916094485,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
12/27/2013,5.526344935,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
12/28/2013,4.123312574,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
12/29/2013,4.415604538,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
12/30/2013,2.470486974,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
12/31/2013,5.047552982,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
1/1/2014,3.857092164,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
1/2/2014,3.876251547,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
1/3/2014,4.360827136,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
1/4/2014,5.80753887,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
1/5/2014,5.923773439,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
1/6/2014,5.990417401,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
1/7/2014,5.139211349,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
1/8/2014,5.323165037,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Soca 1,http://www.leb.esalq.usp.br/posto/
