date,value,element,unit,sensor,method,treat,lat,lon,crop,season,source,M_ID,meas_ID,type,sub_type,units,year,doy,dap
09/20/2015,2.53654011,et,mm/day,Diviner 2000,soil water balance,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing,7,et,obs,NA,mm/day,2015,263,105
09/22/2015,2.606943298,et,mm/day,Diviner 2000,soil water balance,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing,7,et,obs,NA,mm/day,2015,265,107
10/01/2015,2.474282288,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2015,274,116
10/02/2015,2.645085683,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2015,275,117
10/04/2015,4.092737895,et,mm/day,Diviner 2000,soil water balance,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing,7,et,obs,NA,mm/day,2015,277,119
10/05/2015,3.385911147,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2015,278,120
10/06/2015,3.238939472,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2015,279,121
10/07/2015,3.344935295,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2015,280,122
10/08/2015,3.811282511,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2015,281,123
10/09/2015,3.157300229,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2015,282,124
10/11/2015,1.895394256,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2015,284,126
10/15/2015,3.544471988,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2015,288,130
10/17/2015,3.465673634,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2015,290,132
10/18/2015,3.794609033,et,mm/day,Diviner 2000,soil water balance,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing,7,et,obs,NA,mm/day,2015,291,133
10/19/2015,2.998585823,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2015,292,134
10/20/2015,4.168524576,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2015,293,135
10/24/2015,4.646892232,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2015,297,139
10/25/2015,4.093746525,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2015,298,140
10/30/2015,4.988707306,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2015,303,145
01/05/2016,2.822370362,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2016,5,212
01/07/2016,3.922434997,et,mm/day,Diviner 2000,soil water balance,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing,7,et,obs,NA,mm/day,2016,7,214
01/08/2016,2.445257847,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2016,8,215
01/16/2016,3.467071481,et,mm/day,Diviner 2000,soil water balance,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing,7,et,obs,NA,mm/day,2016,16,223
01/19/2016,3.7290382,et,mm/day,Diviner 2000,soil water balance,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing,7,et,obs,NA,mm/day,2016,19,226
01/21/2016,3.991004918,et,mm/day,Diviner 2000,soil water balance,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing,7,et,obs,NA,mm/day,2016,21,228
01/31/2016,1.694377075,et,mm/day,Diviner 2000,soil water balance,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing,7,et,obs,NA,mm/day,2016,31,238
02/02/2016,3.114580635,et,mm/day,Diviner 2000,soil water balance,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing,7,et,obs,NA,mm/day,2016,33,240
02/10/2016,4.441432225,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2016,41,248
02/12/2016,4.766425172,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2016,43,250
02/13/2016,4.19891102,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2016,44,251
02/20/2016,4.085428939,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2016,51,258
02/25/2016,2.687406638,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2016,56,263
02/28/2016,1.689679273,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2016,59,266
03/04/2016,2.783616762,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2016,64,271
03/05/2016,3.448686542,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2016,65,272
03/08/2016,3.338947307,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2016,68,275
03/09/2016,3.331167951,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2016,69,276
03/14/2016,3.309418264,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2016,74,281
03/17/2016,2.821000026,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2016,77,284
03/18/2016,3.236588927,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2016,78,285
03/19/2016,2.287735308,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2016,79,286
03/20/2016,1.855587393,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2016,80,287
03/21/2016,2.080787184,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2016,81,288
03/23/2016,3.499281117,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2016,83,290
03/24/2016,2.430889373,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2016,84,291
03/26/2016,1.975967632,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2016,86,293
03/27/2016,1.870193134,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2016,87,294
03/28/2016,2.748025073,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2016,88,295
03/29/2016,1.65251464,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2016,89,296
03/31/2016,1.972503078,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2016,91,298
04/01/2016,1.877769743,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2016,92,299
04/02/2016,2.186370462,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2016,93,300
04/03/2016,1.951187684,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2016,94,301
04/04/2016,2.388455802,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2016,95,302
04/05/2016,2.426346973,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2016,96,303
04/06/2016,1.678701924,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2016,97,304
04/07/2016,2.134265164,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2016,98,305
04/08/2016,2.07743268,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,7,et,obs,NA,mm/day,2016,99,306
03/03/2014,3,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithoutMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 1,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,4,et,obs,NA,mm/day,2014,62,140
03/12/2014,3.18,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithoutMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 1,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,4,et,obs,NA,mm/day,2014,71,149
03/18/2014,3.36,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithoutMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 1,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,4,et,obs,NA,mm/day,2014,77,155
04/02/2014,2.4,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithoutMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 1,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,4,et,obs,NA,mm/day,2014,92,170
04/19/2014,3.576535937,et,mm/day,Diviner 2000,soil water balance,WithoutMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 1,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing,4,et,obs,NA,mm/day,2014,109,187
04/25/2014,3.32,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithoutMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 1,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,4,et,obs,NA,mm/day,2014,115,193
04/26/2014,3.63,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithoutMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 1,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,4,et,obs,NA,mm/day,2014,116,194
04/27/2014,4,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithoutMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 1,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,4,et,obs,NA,mm/day,2014,117,195
04/28/2014,2.87,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithoutMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 1,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,4,et,obs,NA,mm/day,2014,118,196
05/01/2014,2.509799899,et,mm/day,Diviner 2000,soil water balance,WithoutMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 1,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing,4,et,obs,NA,mm/day,2014,121,199
05/03/2014,3.824642218,et,mm/day,Diviner 2000,soil water balance,WithoutMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 1,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing,4,et,obs,NA,mm/day,2014,123,201
05/09/2014,3.167221059,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithoutMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 1,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,4,et,obs,NA,mm/day,2014,129,207
05/10/2014,3.004611593,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithoutMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 1,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,4,et,obs,NA,mm/day,2014,130,208
05/11/2014,3.980871618,et,mm/day,Diviner 2000,soil water balance,WithoutMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 1,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing,4,et,obs,NA,mm/day,2014,131,209
05/13/2014,2.028351568,et,mm/day,Diviner 2000,soil water balance,WithoutMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 1,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing,4,et,obs,NA,mm/day,2014,133,211
05/15/2014,1.308597279,et,mm/day,Diviner 2000,soil water balance,WithoutMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 1,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing,4,et,obs,NA,mm/day,2014,135,213
05/16/2014,2.658504732,et,mm/day,Diviner 2000,soil water balance,WithoutMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 1,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing,4,et,obs,NA,mm/day,2014,136,214
05/18/2014,1.037414109,et,mm/day,Diviner 2000,soil water balance,WithoutMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 1,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing,4,et,obs,NA,mm/day,2014,138,216
05/24/2014,0.7,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithoutMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 1,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,4,et,obs,NA,mm/day,2014,144,222
05/25/2014,1.23,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithoutMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 1,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,4,et,obs,NA,mm/day,2014,145,223
05/27/2014,1.8,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithoutMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 1,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,4,et,obs,NA,mm/day,2014,147,225
05/28/2014,2.07,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithoutMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 1,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,4,et,obs,NA,mm/day,2014,148,226
08/21/2014,0.873959759,et,mm/day,Diviner 2000,soil water balance,WithoutMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing,6,et,obs,NA,mm/day,2014,233,38
09/06/2014,0.988015501,et,mm/day,Diviner 2000,soil water balance,WithoutMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing,6,et,obs,NA,mm/day,2014,249,54
09/11/2014,1.394950287,et,mm/day,Diviner 2000,soil water balance,WithoutMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing,6,et,obs,NA,mm/day,2014,254,59
09/14/2014,0.936945345,et,mm/day,Diviner 2000,soil water balance,WithoutMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing,6,et,obs,NA,mm/day,2014,257,62
09/16/2014,3.225422525,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithoutMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,6,et,obs,NA,mm/day,2014,259,64
09/17/2014,2.296879232,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithoutMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,6,et,obs,NA,mm/day,2014,260,65
09/20/2014,3.625671561,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithoutMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,6,et,obs,NA,mm/day,2014,263,68
09/21/2014,4.252132503,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithoutMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,6,et,obs,NA,mm/day,2014,264,69
09/22/2014,3.343055439,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithoutMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,6,et,obs,NA,mm/day,2014,265,70
10/01/2014,3.76462036,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithoutMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,6,et,obs,NA,mm/day,2014,274,79
10/02/2014,4.184075589,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithoutMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,6,et,obs,NA,mm/day,2014,275,80
10/03/2014,3.987276662,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithoutMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,6,et,obs,NA,mm/day,2014,276,81
10/04/2014,3.790853562,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithoutMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,6,et,obs,NA,mm/day,2014,277,82
10/05/2014,3.139641621,et,mm/day,Diviner 2000,soil water balance,WithoutMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing,6,et,obs,NA,mm/day,2014,278,83
10/06/2014,2.213740116,et,mm/day,HMP155 + NRLITE2 + HFP01SC,Bowen Ratio + Perez,WithoutMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://murilodsv@bitbucket.org/murilodsv/bowen_ratio.git,6,et,obs,NA,mm/day,2014,279,84
10/09/2014,1.809715305,et,mm/day,Diviner 2000,soil water balance,WithoutMulch,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing,6,et,obs,NA,mm/day,2014,282,87
